project,total_criteria_rag,met_criteria_rag,percentage_rag,timestamp_rag,essential_met_rag,essential_total_rag,essential_percentage_rag,professional_met_rag,professional_total_rag,professional_percentage_rag,elite_met_rag,elite_total_rag,elite_percentage_rag,total_criteria_general,met_criteria_general,percentage_general,timestamp_general,essential_met_general,essential_total_general,essential_percentage_general,professional_met_general,professional_total_general,professional_percentage_general,elite_met_general,elite_total_general,elite_percentage_general,merge1,publication_external_id,publication_title,rag_score,rag_total,rag_percentage,general_score,general_total,general_percentage,combined_percentage,merge2,_merge
https://github.com/Zeeshier/Retrieval_Augmented_Generation,15.0,11.0,73.3,2025-06-17 21:01:21,8.0,10.0,80.0,3.0,4.0,75.0,0.0,1.0,0.0,85.0,32.0,37.6,2025-06-17 20:12:37,13.0,27.0,48.1,19.0,48.0,39.6,0.0,10.0,0.0,both,Srxfh03hVX9C, RAG-based AI assistant for scientific paper summarization and suggestion,11,16,0.6875,8,31,0.2581,0.9456,both,both
https://github.com/abdullah-k18/interview-status-chatbot,15.0,10.0,66.7,2025-06-17 20:58:18,8.0,10.0,80.0,2.0,4.0,50.0,0.0,1.0,0.0,81.0,55.0,67.9,2025-06-17 20:05:49,23.0,25.0,92.0,32.0,46.0,69.6,0.0,10.0,0.0,both,PMe6opu9HA3u,Interview Status Chatbot: A RAG-Powered HR Assistant for Job Application Tracking,13,16,0.8125,21,31,0.6774,1.4899,both,both
https://github.com/ajayjai30/READY_TENSOR_WEEK-1_ASSIGNMENT,15.0,10.0,66.7,2025-06-17 21:07:41,8.0,10.0,80.0,2.0,4.0,50.0,0.0,1.0,0.0,81.0,51.0,63.0,2025-06-17 20:30:03,18.0,25.0,72.0,33.0,46.0,71.7,0.0,10.0,0.0,both,nS6fajvZ0wuB,RAG Based Research Assistant,11,16,0.6875,12,31,0.3871,1.0746,both,both
https://github.com/aminajavaid30/ask_the_scholar,15.0,12.0,80.0,2025-06-17 20:59:20,9.0,10.0,90.0,3.0,4.0,75.0,0.0,1.0,0.0,81.0,62.0,76.5,2025-06-17 20:07:21,25.0,25.0,100.0,34.0,46.0,73.9,3.0,10.0,30.0,both,l31Tqp5nU423,AsktheScholar - Multimodal RAG to Chat with Research Papers,12,16,0.75,19,31,0.6129,1.3629,both,both
https://github.com/archanags001/streamlit-ai-guide,15.0,12.0,80.0,2025-06-17 21:07:54,9.0,10.0,90.0,3.0,4.0,75.0,0.0,1.0,0.0,81.0,57.0,70.4,2025-06-17 20:30:25,24.0,25.0,96.0,31.0,46.0,67.4,2.0,10.0,20.0,both,Aew5eWU5GhFy,Streamlit AI Guide: AI-Powered Streamlit Documentation Tutor,12,16,0.75,20,31,0.6452,1.3952,both,both
https://github.com/aryanmahawar205/conversational-rag-chatbot,15.0,12.0,80.0,2025-06-17 21:10:57,8.0,10.0,80.0,4.0,4.0,100.0,0.0,1.0,0.0,81.0,63.0,77.8,2025-06-17 20:43:25,24.0,25.0,96.0,35.0,46.0,76.1,4.0,10.0,40.0,both,FUN8ODzJbGxU,Agentic AI Developer Certification Project 1 - RAG Based Chatbot using LangChain,11,16,0.6875,16,31,0.5161,1.2036,both,both
https://github.com/balajik-g/RAG_Assistant_M_1.0,15.0,12.0,80.0,2025-06-17 21:05:58,9.0,10.0,90.0,3.0,4.0,75.0,0.0,1.0,0.0,81.0,41.0,50.6,2025-06-17 20:22:54,14.0,25.0,56.0,24.0,46.0,52.2,3.0,10.0,30.0,both,m4Ger4j7PxpG,Module 1 RAG Assistant App,6,16,0.375,3,31,0.0968,0.4718,both,both
https://github.com/caliskate/modular-rag-assistant/,15.0,12.0,80.0,2025-06-17 21:10:31,9.0,10.0,90.0,3.0,4.0,75.0,0.0,1.0,0.0,81.0,62.0,76.5,2025-06-17 20:42:13,25.0,25.0,100.0,35.0,46.0,76.1,2.0,10.0,20.0,both,lLRMZ6kjsB8O,modular-rag-assistant,2,16,0.125,0,31,0.0,0.125,both,both
https://github.com/daishir0/rag-document-assistant/,15.0,11.0,73.3,2025-06-17 20:52:02,9.0,10.0,90.0,2.0,4.0,50.0,0.0,1.0,0.0,81.0,62.0,76.5,2025-06-17 19:55:53,25.0,25.0,100.0,35.0,46.0,76.1,2.0,10.0,20.0,both,EIBBy4jo6Kk1,A Wikipedia-based RAG System with Fact Verification and Conversation Management,14,16,0.875,19,31,0.6129,1.4879,both,both
https://github.com/daniau23/research_assistant,15.0,12.0,80.0,2025-06-17 21:00:02,9.0,10.0,90.0,3.0,4.0,75.0,0.0,1.0,0.0,85.0,56.0,65.9,2025-06-17 20:08:21,24.0,27.0,88.9,31.0,48.0,64.6,1.0,10.0,10.0,both,LstceSnb3IDH,Research Assistant,10,16,0.625,19,31,0.6129,1.2379,both,both
https://github.com/dishangrgbhd/PDF-Chat-Assistant,15.0,11.0,73.3,2025-06-17 21:05:03,8.0,10.0,80.0,3.0,4.0,75.0,0.0,1.0,0.0,81.0,58.0,71.6,2025-06-17 20:21:35,24.0,25.0,96.0,34.0,46.0,73.9,0.0,10.0,0.0,both,hDpOInariYSZ,PDF Chat Assistant using Agentic RAG,4,16,0.25,5,31,0.1613,0.4113,both,both
https://github.com/diyasrawat/FinReg-AI-Advanced-Financial-Regulatory-Chatbot,15.0,12.0,80.0,2025-06-17 21:05:43,9.0,10.0,90.0,3.0,4.0,75.0,0.0,1.0,0.0,81.0,37.0,45.7,2025-06-17 20:22:30,15.0,25.0,60.0,22.0,46.0,47.8,0.0,10.0,0.0,both,hJ4aTArbK8XV,AAIDC2025: Project 1- RAG AI Assistant,6,16,0.375,0,31,0.0,0.375,both,both
https://github.com/ezedinff/AAIDC,15.0,13.0,86.7,2025-06-17 20:57:44,9.0,10.0,90.0,4.0,4.0,100.0,0.0,1.0,0.0,81.0,49.0,60.5,2025-06-17 20:05:13,15.0,25.0,60.0,30.0,46.0,65.2,4.0,10.0,40.0,both,7nDcd8TkL4bj,RAG System for Abortion Awareness Education,11,16,0.6875,14,31,0.4516,1.1391,both,both
https://github.com/gourishankar27/local_RAG_agent_system,15.0,11.0,73.3,2025-06-17 21:06:38,9.0,10.0,90.0,2.0,4.0,50.0,0.0,1.0,0.0,85.0,53.0,62.4,2025-06-17 20:28:05,23.0,27.0,85.2,29.0,48.0,60.4,1.0,10.0,10.0,both,1EyrHhLul5KU,Local-RAG: A Question-Answering Assistant with Ollama and LangChain,14,16,0.875,27,31,0.871,1.746,both,both
https://github.com/hakangulcu/ready-tensor-rag-assistant,15.0,11.0,73.3,2025-06-17 21:04:17,10.0,10.0,100.0,1.0,4.0,25.0,0.0,1.0,0.0,81.0,58.0,71.6,2025-06-17 20:20:10,24.0,25.0,96.0,34.0,46.0,73.9,0.0,10.0,0.0,both,52lhbZXXHk9f,Local RAG Assistant for Ready Tensor Publications,8,16,0.5,19,31,0.6129,1.1129,both,both
https://github.com/iyinusa/rag-ai-assistant,15.0,12.0,80.0,2025-06-17 21:09:22,9.0,10.0,90.0,3.0,4.0,75.0,0.0,1.0,0.0,81.0,67.0,82.7,2025-06-17 20:39:45,25.0,25.0,100.0,39.0,46.0,84.8,3.0,10.0,30.0,both,WQqk306r08hW,"RAG-Based AI Publication/Documents Agent using LangChain, ChromaDB, GROQ",14,16,0.875,19,31,0.6129,1.4879,both,both
https://github.com/kartavya4874/RAG-Assistant---AAIDC,15.0,13.0,86.7,2025-06-17 21:05:29,10.0,10.0,100.0,3.0,4.0,75.0,0.0,1.0,0.0,81.0,59.0,72.8,2025-06-17 20:22:09,20.0,25.0,80.0,35.0,46.0,76.1,4.0,10.0,40.0,both,8t2SMEsGZctP,RAG Assistant - AAIDC,15,16,0.9375,20,31,0.6452,1.5827,both,both
https://github.com/kostas696/sustainarag,15.0,13.0,86.7,2025-06-17 20:57:26,9.0,10.0,90.0,3.0,4.0,75.0,1.0,1.0,100.0,81.0,61.0,75.3,2025-06-17 20:02:19,23.0,25.0,92.0,36.0,46.0,78.3,2.0,10.0,20.0,both,YPaSuFfjSL2v,SustainaRAG: A Retrieval-Augmented Assistant for CSR & ESG Strategy Design,12,16,0.75,26,31,0.8387,1.5887,both,both
https://github.com/krys2fa/rt-rag-chatbot-assistant,15.0,11.0,73.3,2025-06-17 21:11:33,8.0,10.0,80.0,3.0,4.0,75.0,0.0,1.0,0.0,81.0,61.0,75.3,2025-06-17 20:44:52,21.0,25.0,84.0,38.0,46.0,82.6,2.0,10.0,20.0,both,ynz0tnpH0Vsa,Module 1 Project 1 submission: RAG based AI assistant,11,16,0.6875,19,31,0.6129,1.3004,both,both
https://github.com/kuxall/agentic-ai,15.0,12.0,80.0,2025-06-17 20:51:49,9.0,10.0,90.0,3.0,4.0,75.0,0.0,1.0,0.0,81.0,42.0,51.9,2025-06-17 19:55:36,16.0,25.0,64.0,25.0,46.0,54.3,1.0,10.0,10.0,both,m7GVzxm05ZEj,RAG Assistant App,13,16,0.8125,11,31,0.3548,1.1673,both,both
https://github.com/madhans476/traffic_rules_assistant/,15.0,11.0,73.3,2025-06-17 21:03:50,8.0,10.0,80.0,3.0,4.0,75.0,0.0,1.0,0.0,81.0,63.0,77.8,2025-06-17 20:17:27,23.0,25.0,92.0,36.0,46.0,78.3,4.0,10.0,40.0,both,967PpYl1ONyD,Traffic Rules Assistant,13,16,0.8125,17,31,0.5484,1.3609,both,both
https://github.com/mgoltzsche/knowledgebot,1.0,1.0,100.0,2025-06-17 21:01:40,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,52.0,81.2,2025-06-17 20:13:08,20.0,22.0,90.9,28.0,34.0,82.4,4.0,8.0,50.0,both,Hhc2gcrb6Htp,Knowledge Bot - A Q&A RAG bot,14,16,0.875,25,31,0.8065,1.6815,both,both
https://github.com/molero3111/rag-assistant-api,15.0,11.0,73.3,2025-06-17 21:02:53,8.0,10.0,80.0,3.0,4.0,75.0,0.0,1.0,0.0,85.0,77.0,90.6,2025-06-17 20:16:04,27.0,27.0,100.0,42.0,48.0,87.5,8.0,10.0,80.0,both,555qYxNAI5Lv,RAG-based agent API,5,16,0.3125,6,31,0.1935,0.506,both,both
https://github.com/mukundan1/docqa,15.0,12.0,80.0,2025-06-17 21:06:25,9.0,10.0,90.0,3.0,4.0,75.0,0.0,1.0,0.0,81.0,65.0,80.2,2025-06-17 20:27:48,23.0,25.0,92.0,38.0,46.0,82.6,4.0,10.0,40.0,both,B6ZkgH7d9ekX,Docling Q&A,11,16,0.6875,21,31,0.6774,1.3649,both,both
https://github.com/nikita-sharma-tech/Career-Path-Guidance-AI-Assistant-for-Data-Science,14.0,9.0,64.3,2025-06-17 21:11:09,8.0,9.0,88.9,1.0,4.0,25.0,0.0,1.0,0.0,83.0,39.0,47.0,2025-06-17 20:43:49,14.0,26.0,53.8,25.0,47.0,53.2,0.0,10.0,0.0,both,Ea5WUg3GE1o4,Carrer Path Guidance AI Assistant in Data Science,10,16,0.625,17,31,0.5484,1.1734,both,both
https://github.com/phanminhtai23/VietnamWarQA-RAG,15.0,14.0,93.3,2025-06-17 20:57:56,10.0,10.0,100.0,4.0,4.0,100.0,0.0,1.0,0.0,81.0,60.0,74.1,2025-06-17 20:05:33,23.0,25.0,92.0,35.0,46.0,76.1,2.0,10.0,20.0,both,tFWaqm3NnqpZ,Q&A Chatbot for Historical Documents using RAG and Google Gemini,15,16,0.9375,24,31,0.7742,1.7117,both,both
https://github.com/poacosta/the-librarian,15.0,10.0,66.7,2025-06-17 21:06:58,7.0,10.0,70.0,3.0,4.0,75.0,0.0,1.0,0.0,81.0,68.0,84.0,2025-06-17 20:28:33,25.0,25.0,100.0,40.0,46.0,87.0,3.0,10.0,30.0,both,a5JYVWRZcIL3,The Librarian: Domain-Specialized RAG Architecture for Literary Analysis,10,16,0.625,19,31,0.6129,1.2379,both,both
https://github.com/polymathLTE/agentic-ai,15.0,10.0,66.7,2025-06-17 21:10:16,8.0,10.0,80.0,2.0,4.0,50.0,0.0,1.0,0.0,81.0,48.0,59.3,2025-06-17 20:41:53,22.0,25.0,88.0,26.0,46.0,56.5,0.0,10.0,0.0,both,A4c7i0iQhjCl,Agent 47: Precise recent data retrieval,12,16,0.75,17,31,0.5484,1.2984,both,both
https://github.com/rishi255/askthedocs,15.0,12.0,80.0,2025-06-17 21:08:45,9.0,10.0,90.0,3.0,4.0,75.0,0.0,1.0,0.0,81.0,63.0,77.8,2025-06-17 20:38:16,24.0,25.0,96.0,38.0,46.0,82.6,1.0,10.0,10.0,both,ANhHUbARKoZL,AskTheDocs: a Local‑First RAG Chatbot for Technical Documentation,12,16,0.75,28,31,0.9032,1.6532,both,both
https://github.com/sahil095/RAG-based-financial-research-assistant,15.0,11.0,73.3,2025-06-17 21:10:05,8.0,10.0,80.0,3.0,4.0,75.0,0.0,1.0,0.0,81.0,49.0,60.5,2025-06-17 20:41:04,20.0,25.0,80.0,29.0,46.0,63.0,0.0,10.0,0.0,both,90Gdnmy5EuOR,RAG-Based Financial Research Assistant,10,16,0.625,11,31,0.3548,0.9798,both,both
https://github.com/simsimi2143/Rag-nvidia-nim,15.0,11.0,73.3,2025-06-17 21:09:09,9.0,10.0,90.0,2.0,4.0,50.0,0.0,1.0,0.0,85.0,60.0,70.6,2025-06-17 20:39:25,24.0,27.0,88.9,34.0,48.0,70.8,2.0,10.0,20.0,both,4fiaz4cCKoI0,AAIDC RAG,10,16,0.625,15,31,0.4839,1.1089,both,both
https://github.com/sri1991/paperpulse,15.0,13.0,86.7,2025-06-17 21:00:57,10.0,10.0,100.0,3.0,4.0,75.0,0.0,1.0,0.0,81.0,53.0,65.4,2025-06-17 20:12:01,22.0,25.0,88.0,30.0,46.0,65.2,1.0,10.0,10.0,both,HlGzst8AOo6s,PaperPulse: Your RAG-based Research Assistant,6,16,0.375,16,31,0.5161,0.8911,both,both
https://github.com/stephanie0324/KnowBot,15.0,12.0,80.0,2025-06-17 20:54:26,9.0,10.0,90.0,3.0,4.0,75.0,0.0,1.0,0.0,81.0,63.0,77.8,2025-06-17 19:58:46,24.0,25.0,96.0,35.0,46.0,76.1,4.0,10.0,40.0,both,f7jkvoxhGkWT,KnowBot: An Interactive RAG Chatbot for Academic Document Exploration,12,16,0.75,27,31,0.871,1.621,both,both
